"","X","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"39","DMD.3",2.43044826562185e-194,3.52727199892582,0.666,0.219,7.29134479686556e-191,"Axial progenitors","DMD"
"40","CRYM",7.15760245114043e-123,3.4778425191131,0.435,0.064,2.14728073534213e-119,"Axial progenitors","CRYM"
"41","PERP.4",1.31315189340455e-245,3.4569537537729,0.755,0.32,3.93945568021366e-242,"Axial progenitors","PERP"
"42","SPTAN1.4",0.00167675551413243,3.3762780476991,0.439,0.377,1,"Axial progenitors","SPTAN1"
"43","CEP290.3",0.000381028593079213,3.36585404011389,0.451,0.396,1,"Axial progenitors","CEP290"
"44","LRATD2.4",7.91326832902823e-26,3.35219767352851,0.402,0.231,2.37398049870847e-22,"Axial progenitors","LRATD2"
"45","SAT1.4",0,3.34997463162865,0.874,0.266,0,"Axial progenitors","SAT1"
"46","MLLT3.5",1.55344203380325e-287,3.2685866043131,0.816,0.344,4.66032610140976e-284,"Axial progenitors","MLLT3"
"47","CKAP2L.3",8.39053995370136e-14,3.19377313548614,0.462,0.32,2.51716198611041e-10,"Axial progenitors","CKAP2L"
"48","RORA.1",1.11719398557673e-51,3.15619926559718,0.361,0.153,3.35158195673018e-48,"Axial progenitors","RORA"
"49","PDGFA.3",2.78762878096232e-260,3.15207715254491,0.731,0.25,8.36288634288695e-257,"Axial progenitors","PDGFA"
"50","PRICKLE1.1",7.48528788179551e-240,3.14957706427486,0.765,0.324,2.24558636453865e-236,"Axial progenitors","PRICKLE1"
"51","TMEM47.4",6.67237089307728e-61,3.09903502760954,0.545,0.336,2.00171126792318e-57,"Axial progenitors","TMEM47"
"52","CDCA2.3",2.55225422451338e-43,3.05959549726852,0.568,0.364,7.65676267354013e-40,"Axial progenitors","CDCA2"
"53","LDB2.4",7.77175564549885e-89,3.05355892103248,0.565,0.273,2.33152669364966e-85,"Axial progenitors","LDB2"
"54","CASK.5",1.07111524295484e-287,3.00532288781767,0.79,0.352,3.21334572886452e-284,"Axial progenitors","CASK"
"55","KCNG1.5",0,2.99920319101037,0.773,0.221,0,"Axial progenitors","KCNG1"
"56","ID3.4",7.44777696498594e-176,2.94828227665064,0.745,0.399,2.23433308949578e-172,"Axial progenitors","ID3"
"57","CLU.5",1.65192531824996e-07,2.90765288368297,0.327,0.356,0.000495577595474988,"Axial progenitors","CLU"
"58","MACF1.4",7.14905379940882e-27,2.89974396634228,0.515,0.381,2.14471613982265e-23,"Axial progenitors","MACF1"
"59","SLC4A11.1",3.42548983224365e-07,2.86912089650183,0.272,0.158,0.00102764694967309,"Axial progenitors","SLC4A11"
"60","BMP4.3",6.4499587837199e-69,2.86180263706268,0.461,0.2,1.93498763511597e-65,"Axial progenitors","BMP4"
"61","AC106791.1",5.95416163556671e-20,2.82639259499183,0.392,0.16,1.78624849067001e-16,"Axial progenitors","AC106791.1"
"62","DSG2.5",5.3626018703741e-129,2.80194067686186,0.704,0.388,1.60878056111223e-125,"Axial progenitors","DSG2"
"63","SRGAP1",5.207735091408e-12,2.72855236161615,0.315,0.201,1.5623205274224e-08,"Axial progenitors","SRGAP1"
"64","SLC20A2.2",2.08342586054238e-45,2.51367798919122,0.348,0.206,6.25027758162715e-42,"Axial progenitors","SLC20A2"
"65","FGFR1.3",2.85748084769228e-164,2.49271355432626,0.738,0.415,8.57244254307683e-161,"Axial progenitors","FGFR1"
"66","DHRS3.1",2.38379870794638e-42,2.47094092945315,0.405,0.134,7.15139612383915e-39,"Axial progenitors","DHRS3"
"67","MXI1.5",1.42228552465591e-43,2.46686510315778,0.469,0.267,4.26685657396774e-40,"Axial progenitors","MXI1"
"68","CPM",1.48334863319115e-92,2.46508722196793,0.496,0.106,4.45004589957344e-89,"Axial progenitors","CPM"
"69","ARHGAP11A.3",3.74568310779272e-15,2.46440907054649,0.467,0.328,1.12370493233782e-11,"Axial progenitors","ARHGAP11A"
"70","SLC2A3.2",1.1393078135692e-186,2.46165088555205,0.632,0.254,3.4179234407076e-183,"Axial progenitors","SLC2A3"
"71","SLIT2.4",0,2.45122679549596,0.82,0.28,0,"Axial progenitors","SLIT2"
"72","RPS4Y1.4",4.10427608433746e-33,2.40066834898519,0.197,0.429,1.23128282530124e-29,"Axial progenitors","RPS4Y1"
"73","FGF17.1",2.09696582788049e-17,2.37462687390748,0.285,0.16,6.29089748364148e-14,"Axial progenitors","FGF17"
"74","HOXA4",7.57917483600368e-11,2.35875225451358,0.29,0.137,2.2737524508011e-07,"Axial progenitors","HOXA4"
"75","CHL1.1",0.008824415950822,2.32215285766554,0.288,0.136,1,"Axial progenitors","CHL1"
"76","RETREG1",1.23405886151608e-45,2.29898870659667,0.376,0.113,3.70217658454824e-42,"Axial progenitors","RETREG1"
"77","SALL3.5",9.94559610381736e-137,2.2900819817381,0.665,0.325,2.98367883114521e-133,"Axial progenitors","SALL3"
"78","RACGAP1.4",9.2151090570634e-15,2.2781622209017,0.426,0.288,2.76453271711902e-11,"Axial progenitors","RACGAP1"
"79","ZBTB16.4",3.32896476818836e-50,2.27354315222298,0.508,0.278,9.98689430456509e-47,"Axial progenitors","ZBTB16"
"80","LIMCH1.3",2.77389935202718e-18,2.22178587206486,0.403,0.235,8.32169805608154e-15,"Axial progenitors","LIMCH1"
"81","FHDC1.1",6.78645899108884e-72,2.22057905435707,0.473,0.139,2.03593769732665e-68,"Axial progenitors","FHDC1"
"82","WIF1",5.07370469329967e-57,2.1914773838473,0.412,0.085,1.5221114079899e-53,"Axial progenitors","WIF1"
"83","HEY1",3.19982416951227e-25,2.17410977436675,0.33,0.13,9.59947250853682e-22,"Axial progenitors","HEY1"
"84","SKAP2.3",9.54600742213688e-17,2.17152887765025,0.485,0.357,2.86380222664106e-13,"Axial progenitors","SKAP2"
"85","USH1C",7.23619876427916e-143,2.12892613233741,0.562,0.109,2.17085962928375e-139,"Axial progenitors","USH1C"
"86","GDNF.1",1.80754459241652e-31,2.08413630647169,0.398,0.105,5.42263377724955e-28,"Axial progenitors","GDNF"
"87","SEMA3E.5",1.06642287091813e-133,2.04168544711042,0.576,0.211,3.19926861275439e-130,"Axial progenitors","SEMA3E"
"88","SORBS2.1",3.04431466761946e-52,2.01385288097746,0.352,0.146,9.13294400285839e-49,"Axial progenitors","SORBS2"
"89","RANGAP1.1",9.04361543376413e-24,1.98988104151023,0.512,0.348,2.71308463012924e-20,"Axial progenitors","RANGAP1"
"90","CCND1.5",7.83070837712922e-37,1.98435645593696,0.528,0.386,2.34921251313877e-33,"Axial progenitors","CCND1"
"91","BEX5.1",7.03024103428499e-21,1.9788169331794,0.264,0.174,2.1090723102855e-17,"Axial progenitors","BEX5"
"92","CD99.4",6.07970215783365e-195,1.92296386019235,0.725,0.342,1.82391064735009e-191,"Axial progenitors","CD99"
"93","TOB1.5",0.00345507907089002,1.91769105780358,0.318,0.255,1,"Axial progenitors","TOB1"
"94","AC245014.3.1",1.10660962037821e-08,1.88733180332689,0.345,0.167,3.31982886113463e-05,"Axial progenitors","AC245014.3"
"95","NRARP.5",1.98756101481578e-07,1.8652416064265,0.395,0.307,0.000596268304444733,"Axial progenitors","NRARP"
"96","LAMB1.5",1.9611669733551e-36,1.83954727348843,0.482,0.337,5.88350092006529e-33,"Axial progenitors","LAMB1"
"97","CCND2.5",1.94752759099238e-111,1.7505014701855,0.688,0.397,5.84258277297714e-108,"Axial progenitors","CCND2"
"98","PTPN14.4",2.44839079580585e-63,1.7427827769963,0.562,0.35,7.34517238741756e-60,"Axial progenitors","PTPN14"
"99","DLGAP5.3",2.25576835103015e-29,1.7404112241877,0.512,0.368,6.76730505309046e-26,"Axial progenitors","DLGAP5"
"100","ZNF503.4",1.7487907206431e-189,1.71264338675293,0.727,0.343,5.2463721619293e-186,"Axial progenitors","ZNF503"
"101","PPME1.2",1.5725144017159e-39,14.018000574481,0.382,0.345,4.71754320514769e-36,"Cardiac mesoderm","PPME1"
"102","ZNHIT6.2",0.000102064743979482,13.3215502537832,0.309,0.375,0.306194231938447,"Cardiac mesoderm","ZNHIT6"
"103","RAB31",1.48609163265285e-235,13.2879559336888,0.425,0.146,4.45827489795856e-232,"Cardiac mesoderm","RAB31"
"104","ZBTB24.2",5.56400477811977e-32,13.1130237707189,0.2,0.313,1.66920143343593e-28,"Cardiac mesoderm","ZBTB24"
"105","GPT2.2",3.70196041332579e-26,13.0547794426713,0.308,0.25,1.11058812399774e-22,"Cardiac mesoderm","GPT2"
"106","HSD17B14",2.95740780424035e-22,13.016457842532,0.25,0.19,8.87222341272104e-19,"Cardiac mesoderm","HSD17B14"
"107","EEF1AKMT1",4.25787125429978e-12,13.0010162619563,0.272,0.217,1.27736137628993e-08,"Cardiac mesoderm","EEF1AKMT1"
"108","PORCN",1.24183189502543e-34,12.8181047938761,0.251,0.139,3.7254956850763e-31,"Cardiac mesoderm","PORCN"
"109","MYO1D",2.76884944258032e-245,12.4980458365912,0.432,0.067,8.30654832774096e-242,"Cardiac mesoderm","MYO1D"
"110","ZFPL1.2",4.97781328685326e-06,12.0470788878448,0.352,0.328,0.0149334398605598,"Cardiac mesoderm","ZFPL1"
"111","AC093673.1",7.09005975289951e-78,11.3938140529298,0.401,0.171,2.12701792586985e-74,"Cardiac mesoderm","AC093673.1"
"112","F11R.2",2.99098962357512e-41,11.0103788634504,0.178,0.338,8.97296887072535e-38,"Cardiac mesoderm","F11R"
"113","THAP7-AS1",5.74605292580218e-05,11.0086745553712,0.281,0.172,0.172381587774065,"Cardiac mesoderm","THAP7-AS1"
"114","MELK.2",0.00060402627552077,10.9456334451896,0.344,0.326,1,"Cardiac mesoderm","MELK"
"115","RGMA.2",8.44118382645863e-145,10.917770004309,0.119,0.367,2.53235514793759e-141,"Cardiac mesoderm","RGMA"
"116","TPK1",1.32864525632557e-36,10.7039175824338,0.292,0.135,3.98593576897672e-33,"Cardiac mesoderm","TPK1"
"117","CYB5D1",0,10.5099104143789,0.531,0.079,0,"Cardiac mesoderm","CYB5D1"
"118","JDP2.2",0,10.4820530043843,0.626,0.215,0,"Cardiac mesoderm","JDP2"
"119","CDC42EP3",4.15348687067308e-219,10.4371765158509,0.473,0.176,1.24604606120192e-215,"Cardiac mesoderm","CDC42EP3"
"120","BRCA2.2",3.81314247570951e-05,10.3733782313001,0.336,0.318,0.114394274271285,"Cardiac mesoderm","BRCA2"
"121","SH2D4A",3.10594604692823e-86,10.2588369778723,0.299,0.069,9.31783814078469e-83,"Cardiac mesoderm","SH2D4A"
"122","CENPS.1",0.0038839721137802,10.2165646350821,0.294,0.336,1,"Cardiac mesoderm","CENPS"
"123","SLC48A1",2.18887855156859e-44,10.0653495030712,0.274,0.137,6.56663565470578e-41,"Cardiac mesoderm","SLC48A1"
"124","NOVA1.2",1.19842350240857e-13,9.91715587229831,0.271,0.426,3.5952705072257e-10,"Cardiac mesoderm","NOVA1"
"125","TCEAL3.2",0.000883918841607171,9.85224541765443,0.329,0.335,1,"Cardiac mesoderm","TCEAL3"
"126","SESN1.2",2.52417311240557e-38,9.7793405124479,0.317,0.378,7.5725193372167e-35,"Cardiac mesoderm","SESN1"
"127","FNDC3B.2",5.84336098806025e-08,9.71700493841641,0.327,0.279,0.000175300829641808,"Cardiac mesoderm","FNDC3B"
"128","ARHGAP5-AS1",2.17123023658604e-91,9.65788066195113,0.293,0.079,6.51369070975813e-88,"Cardiac mesoderm","ARHGAP5-AS1"
"129","DOK4",1.55380501276982e-146,9.64640446871019,0.347,0.082,4.66141503830946e-143,"Cardiac mesoderm","DOK4"
"130","CDPF1",2.73495907177775e-26,9.60772566617496,0.292,0.162,8.20487721533326e-23,"Cardiac mesoderm","CDPF1"
"131","PBX3.2",6.61762778863413e-77,9.55903507139472,0.407,0.2,1.98528833659024e-73,"Cardiac mesoderm","PBX3"
"132","SNHG17.2",3.37192158814616e-10,9.55325289449043,0.294,0.386,1.01157647644385e-06,"Cardiac mesoderm","SNHG17"
"133","MAP9.2",1.08952276486154e-41,9.5480320797588,0.365,0.303,3.26856829458462e-38,"Cardiac mesoderm","MAP9"
"134","AKTIP",2.3312950393883e-23,9.44530309157092,0.254,0.156,6.99388511816491e-20,"Cardiac mesoderm","AKTIP"
"135","ADAM19",1.50686262031013e-144,9.34596457354013,0.352,0.078,4.52058786093038e-141,"Cardiac mesoderm","ADAM19"
"136","HOXB6",2.8395637404008e-38,9.31216095315835,0.291,0.117,8.51869122120239e-35,"Cardiac mesoderm","HOXB6"
"137","PSAT1.1",2.69248762021371e-167,9.30422846430302,0.571,0.345,8.07746286064112e-164,"Cardiac mesoderm","PSAT1"
"138","OCIAD2.2",4.72861914345381e-34,9.12611446485838,0.457,0.385,1.41858574303614e-30,"Cardiac mesoderm","OCIAD2"
"139","PKIG.2",5.45878502579883e-125,9.1185323677221,0.48,0.343,1.63763550773965e-121,"Cardiac mesoderm","PKIG"
"140","BOK",2.38804478961561e-130,9.08657840773731,0.294,0.127,7.16413436884684e-127,"Cardiac mesoderm","BOK"
"141","TMEM107.1",1.59966898594827e-08,9.04172404587467,0.345,0.285,4.7990069578448e-05,"Cardiac mesoderm","TMEM107"
"142","ARSI",8.94334412224871e-80,8.99665427038408,0.28,0.169,2.68300323667461e-76,"Cardiac mesoderm","ARSI"
"143","SVIP.2",0.000391917596361593,8.97791777261831,0.308,0.281,1,"Cardiac mesoderm","SVIP"
"144","HSP90AB1.2",4.78943369408629e-85,8.96345197698971,0.337,0.527,1.43683010822589e-81,"Cardiac mesoderm","HSP90AB1"
"145","YPEL5.2",3.98758563450284e-135,8.93514262699137,0.488,0.257,1.19627569035085e-131,"Cardiac mesoderm","YPEL5"
"146","ATP2B1-AS1",9.98734355238296e-31,8.8997308310117,0.358,0.149,2.99620306571489e-27,"Cardiac mesoderm","ATP2B1-AS1"
"147","SERPINH1.2",3.05618797319507e-200,8.88224318594758,0.612,0.368,9.16856391958521e-197,"Cardiac mesoderm","SERPINH1"
"148","GNG4.2",1.43945957328727e-117,8.88212184654762,0.132,0.294,4.31837871986181e-114,"Cardiac mesoderm","GNG4"
"149","PABPC1.2",2.07490089875545e-121,8.85455484838934,0.294,0.496,6.22470269626634e-118,"Cardiac mesoderm","PABPC1"
"150","KDELR2.2",2.23844899054797e-110,8.75019739062931,0.551,0.385,6.71534697164391e-107,"Cardiac mesoderm","KDELR2"
"151","DOCK9",4.12073757337324e-163,8.57950099972452,0.354,0.074,1.23622127201197e-159,"Cardiac mesoderm","DOCK9"
"152","IGSF10",7.29808183024945e-102,8.52288252571641,0.367,0.113,2.18942454907483e-98,"Cardiac mesoderm","IGSF10"
"153","PIM1.2",2.93472513211165e-51,8.47162013601828,0.329,0.244,8.80417539633494e-48,"Cardiac mesoderm","PIM1"
"154","IFI27L1.1",5.08053159066659e-08,8.46752552286615,0.38,0.329,0.000152415947719998,"Cardiac mesoderm","IFI27L1"
"155","MGST3.2",3.42193150345225e-240,8.46448214811712,0.645,0.362,1.02657945103567e-236,"Cardiac mesoderm","MGST3"
"156","FAM83D.1",3.29896929489132e-19,8.30963341874676,0.257,0.284,9.89690788467396e-16,"Cardiac mesoderm","FAM83D"
"157","WNT2B",1.97782025817797e-251,8.27189796859746,0.438,0.091,5.93346077453391e-248,"Cardiac mesoderm","WNT2B"
"158","AKAP12.2",6.00668804534802e-215,8.19960684927092,0.588,0.339,1.80200641360441e-211,"Cardiac mesoderm","AKAP12"
"159","HSPH1.2",2.74902737223087e-31,8.18616966693303,0.305,0.438,8.24708211669262e-28,"Cardiac mesoderm","HSPH1"
"160","ARL4D.1",1.52742530871238e-219,8.17726555575212,0.492,0.221,4.58227592613713e-216,"Cardiac mesoderm","ARL4D"
"161","LOXL1",5.07948595177628e-144,8.14118042419288,0.376,0.194,1.52384578553288e-140,"Cardiac mesoderm","LOXL1"
"162","NAV2.2",1.49572635410834e-74,8.07548312900525,0.393,0.31,4.48717906232501e-71,"Cardiac mesoderm","NAV2"
"163","FAM89A.2",0,8.06777915753296,0.662,0.163,0,"Cardiac mesoderm","FAM89A"
"164","SBF2-AS1",1.55327633642017e-196,8.00456644251033,0.337,0.062,4.65982900926051e-193,"Cardiac mesoderm","SBF2-AS1"
"165","CA8",9.48649610736309e-114,7.95661403200395,0.316,0.077,2.84594883220893e-110,"Cardiac mesoderm","CA8"
"166","AL590705.1",4.42877514265411e-09,7.93863155763759,0.28,0.179,1.32863254279623e-05,"Cardiac mesoderm","AL590705.1"
"167","STK17B",2.57627358184972e-27,7.92501347718449,0.297,0.156,7.72882074554916e-24,"Cardiac mesoderm","STK17B"
"168","ECI2.2",3.91728693359555e-205,7.84270330244748,0.629,0.365,1.17518608007867e-201,"Cardiac mesoderm","ECI2"
"169","CSRP2.2",4.6252148299949e-99,7.80998084571175,0.555,0.387,1.38756444899847e-95,"Cardiac mesoderm","CSRP2"
"170","FLNC",5.04328748842025e-300,7.7603981446439,0.461,0.148,1.51298624652607e-296,"Cardiac mesoderm","FLNC"
"171","ZDHHC13",1.51566736532676e-06,7.73215119973366,0.279,0.154,0.00454700209598027,"Cardiac mesoderm","ZDHHC13"
"172","MKLN1-AS",2.40259374670606e-33,7.68741303938437,0.271,0.123,7.20778124011818e-30,"Cardiac mesoderm","MKLN1-AS"
"173","MCRIP2.1",2.53474202060398e-09,7.66689376029448,0.332,0.269,7.60422606181193e-06,"Cardiac mesoderm","MCRIP2"
"174","ALDH2.2",3.40715170918362e-282,7.65074100022287,0.63,0.33,1.02214551275509e-278,"Cardiac mesoderm","ALDH2"
"175","CALU.2",1.41805975584832e-50,7.63618288172432,0.508,0.397,4.25417926754497e-47,"Cardiac mesoderm","CALU"
"176","WDR86-AS1",9.96501547638692e-61,7.60929458809464,0.285,0.096,2.98950464291608e-57,"Cardiac mesoderm","WDR86-AS1"
"177","C11orf71",1.44576676774879e-07,7.58355429781983,0.28,0.148,0.000433730030324637,"Cardiac mesoderm","C11orf71"
"178","ARG2.2",5.69191113439029e-198,7.47569107574884,0.562,0.337,1.70757334031709e-194,"Cardiac mesoderm","ARG2"
"179","PLEKHA1.2",1.56870598417766e-33,7.45690116402631,0.219,0.324,4.70611795253297e-30,"Cardiac mesoderm","PLEKHA1"
"180","CDC42EP1",2.33574557824217e-213,7.45509892941416,0.4,0.153,7.0072367347265e-210,"Cardiac mesoderm","CDC42EP1"
"181","UCP2.2",3.08713296011289e-05,7.44929128678177,0.343,0.378,0.0926139888033866,"Cardiac mesoderm","UCP2"
"182","ATF7IP2.2",3.35443289458761e-124,7.42866177137007,0.473,0.235,1.00632986837628e-120,"Cardiac mesoderm","ATF7IP2"
"183","PCDH7",0,7.39308390241041,0.495,0.128,0,"Cardiac mesoderm","PCDH7"
"184","SIPA1L2",6.34345357140399e-118,7.37238920765063,0.406,0.192,1.9030360714212e-114,"Cardiac mesoderm","SIPA1L2"
"185","UMAD1",4.77535755209003e-15,7.26032698462117,0.275,0.148,1.43260726562701e-11,"Cardiac mesoderm","UMAD1"
"186","PXDC1",8.10671741617758e-122,7.25164145783874,0.382,0.117,2.43201522485328e-118,"Cardiac mesoderm","PXDC1"
"187","RBP4",3.99666216836945e-43,7.23893482153312,0.29,0.08,1.19899865051083e-39,"Cardiac mesoderm","RBP4"
"188","CITED2.2",4.73227740741967e-28,7.23782369212419,0.437,0.372,1.4196832222259e-24,"Cardiac mesoderm","CITED2"
"189","ST3GAL5",9.51012285853498e-206,7.20935084847897,0.422,0.125,2.85303685756049e-202,"Cardiac mesoderm","ST3GAL5"
"190","AL035530.2",1.67600088508658e-20,7.14827633042674,0.292,0.154,5.02800265525973e-17,"Cardiac mesoderm","AL035530.2"
"191","LETM1.2",1.76018383523597e-33,7.14242731481873,0.256,0.256,5.2805515057079e-30,"Cardiac mesoderm","LETM1"
"192","SEC22B.2",1.9688125627326e-15,7.10458151986274,0.374,0.281,5.9064376881978e-12,"Cardiac mesoderm","SEC22B"
"193","ATP6V1G1.2",5.65960385661431e-48,7.06692990554846,0.517,0.412,1.69788115698429e-44,"Cardiac mesoderm","ATP6V1G1"
"194","RND3.2",2.66664158729484e-159,7.04103182290614,0.539,0.306,7.99992476188453e-156,"Cardiac mesoderm","RND3"
"195","DAPL1",7.73118950460564e-40,7.03144381071747,0.31,0.131,2.31935685138169e-36,"Cardiac mesoderm","DAPL1"
"196","CLCN5.2",7.59972215015029e-249,7.01238187195739,0.556,0.193,2.27991664504509e-245,"Cardiac mesoderm","CLCN5"
"197","DIAPH3.2",6.04735047030483e-119,7.00495988743107,0.437,0.303,1.81420514109145e-115,"Cardiac mesoderm","DIAPH3"
"198","KDM6B.2",3.15139651283654e-92,6.99806997691325,0.454,0.267,9.45418953850962e-89,"Cardiac mesoderm","KDM6B"
"199","SNHG11",0.000315120127579343,6.91375294170054,0.276,0.168,0.94536038273803,"Cardiac mesoderm","SNHG11"
"200","CSRP1",1.61037919288951e-157,6.90433674567794,0.324,0.114,4.83113757866854e-154,"Cardiac mesoderm","CSRP1"
"201","MAN1A2.7",1.75642146090763e-43,13.2651819293202,0.587,0.358,5.26926438272289e-40,"Endoderm","MAN1A2"
"202","AGO1.5",1.19630433666596e-81,10.7207791527577,0.639,0.325,3.58891300999787e-78,"Endoderm","AGO1"
"203","KCNS3",1.57802039192816e-35,10.5691421182026,0.387,0.118,4.73406117578449e-32,"Endoderm","KCNS3"
"204","TACC1.2",5.02065966803955e-74,10.4969724235542,0.559,0.211,1.50619790041187e-70,"Endoderm","TACC1"
"205","SERINC2.1",4.5584653808002e-128,10.3457593247016,0.633,0.178,1.36753961424006e-124,"Endoderm","SERINC2"
"206","RMND1.4",6.76308525851215e-05,10.0711752327483,0.326,0.331,0.202892557755364,"Endoderm","RMND1"
"207","S100A16.1",2.27470929687939e-107,9.87674537241079,0.617,0.223,6.82412789063818e-104,"Endoderm","S100A16"
"208","KIF1A.6",5.83857057591319e-09,9.73014624172795,0.434,0.324,1.75157117277396e-05,"Endoderm","KIF1A"
"209","XBP1.6",3.82050441995143e-120,9.59020930633032,0.744,0.347,1.14615132598543e-116,"Endoderm","XBP1"
"210","RRBP1.7",7.58862316409686e-137,8.99980121095265,0.757,0.348,2.27658694922906e-133,"Endoderm","RRBP1"
"211","TNNT1.7",3.62249274075698e-60,8.88570973349747,0.635,0.378,1.08674782222709e-56,"Endoderm","TNNT1"
"212","C12orf49.4",6.3080836133951e-116,8.8734769549146,0.677,0.273,1.89242508401853e-112,"Endoderm","C12orf49"
"213","KIAA1217.1",4.96819471208253e-70,8.86192288724635,0.544,0.201,1.49045841362476e-66,"Endoderm","KIAA1217"
"214","LY6E.5",5.98936572809023e-144,8.85908435856049,0.724,0.354,1.79680971842707e-140,"Endoderm","LY6E"
"215","IDS.6",2.87289550907481e-84,8.52562346104129,0.596,0.268,8.61868652722444e-81,"Endoderm","IDS"
"216","TGIF1.6",1.08260114576982e-175,8.49841841008985,0.799,0.339,3.24780343730946e-172,"Endoderm","TGIF1"
"217","COL4A6.5",1.2498249916046e-126,8.41541338156783,0.705,0.235,3.74947497481381e-123,"Endoderm","COL4A6"
